,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,È‡Í ‚‹ŸŸ‘,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·Í ‚‹ŸŸ‘,
,2/21/2024,22,Quebec,Herzliya,Other,2024,Male,Single,,,,
,2/21/2024,22,,Jerusalem,,2024,Female,Married,,,,
,2/21/2024,18,,Jerusalem,,2024,Female,Engaged,,,,
,2/21/2024,31,,Arad,,2024,Male,Married,,,,
,2/21/2024,19,,Bet Shemesh,,2024,Female,Single,,,,
,2/21/2024,19,Connecticut,Ra'anana,Unemployed,2024,Male,Single,,,,
,2/21/2024,32,Illinois,Tel Aviv-Yafo,Fitness,2024,Male,Single,,,,
,2/21/2024,19,New York,Givatayim,Student,2024,Male,Single,,,,
,2/21/2024,33,,Jerusalem,,2024,Male,Married,,,,
,2/21/2024,0,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,20,New Jersey,Jerusalem,Student,2024,Female,Single,,,,
,2/21/2024,19,New Jersey,Migdal Oz,,2024,Female,Single,,,,
,2/21/2024,34,New York,Ramat Gan,Sales,2024,Male,Single,,,,
,2/21/2024,24,New York,Haifa,Data Analyst,2024,Female,Single,Ezrach Oleh,1/25/2024,LY10,
,2/21/2024,20,,Bet Shemesh,,2024,Male,Single,,,,
,2/21/2024,29,,Jerusalem,,2024,Male,Married,,,,
,2/21/2024,25,,Jerusalem,,2024,Female,Married,,,,
,2/21/2024,4,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,2,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,0,,Jerusalem,,2024,Male,Child,,,,
,2/21/2024,31,New York,Jerusalem,,2024,Female,Single,,,,
,2/21/2024,31,Massachusetts,Tel Aviv-Yafo,Hi Tech General,2024,Male,Single,,,,
,2/21/2024,42,Virginia,Rehovot,Training,2024,Female,Married,,,,
,2/21/2024,9,Virginia,Rehovot,,2024,Female,Child,,,,
,2/21/2024,6,Virginia,Rehovot,,2024,Female,Child,,,,
,2/21/2024,24,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,2/21/2024,30,New York,Ra'anana,Sciences,2024,Female,Single,,,,
,2/21/2024,25,,Rishon LeTsiyon,,2024,Female,Single,Temporary Resident,,,
,2/21/2024,25,New Jersey,Ramat Gan,,2024,Male,Single,,,,
,2/22/2024,59,Virginia,Zikhron Ya'akov,Business,2024,Female,Married,Oleh,11/13/2023,LY28,
,2/22/2024,27,Washington,Jerusalem,Business Developer,2024,Male,Single,Ezrach Oleh,12/19/2023,LY28,
,2/22/2024,70,Ontario,Jerusalem,Education - Early Childhood,2024,Female,Married,Oleh,7/19/2023,AC886/OS857,
,2/22/2024,27,New York,Tel Aviv-Yafo,Writer - Content,2024,Female,Single,,,,
,2/22/2024,23,Ontario,Jerusalem,Driver,2024,Female,Single,Oleh,11/14/2023,LY28,
,2/22/2024,56,,Jerusalem,,2024,Female,Married,,,,
,2/25/2024,75,New York,Jerusalem,Retirement,2024,Male,Divorced,Oleh,12/16/2022,LY12,
,2/25/2024,19,,Bet Shemesh,,2024,Female,Single,,,,
,2/26/2024,66,Florida,Jerusalem,Physicist,2024,Male,Married,Oleh,9/19/2022,LX252,
,2/26/2024,63,Florida,Jerusalem,Secretary,2024,Female,Married,Oleh,9/19/2022,LX252,
,2/26/2024,59,,Jerusalem,,2024,Male,Married,,,,
,2/26/2024,17,,Jerusalem,,2024,Female,Child,,,,
,2/26/2024,15,,Jerusalem,,2024,Female,Child,,,,
,2/26/2024,20,Maryland,Jerusalem,Secretary,2024,Female,Single,Oleh,12/18/2023,LY02,
,2/26/2024,37,New York,Haifa,Professor,2024,Male,Married,Oleh,1/3/2024,LY02,
,2/27/2024,73,Florida,Ra'anana,Physician,2024,Male,Divorced,Oleh,10/11/2023,LY18,
,2/27/2024,21,Maryland,Jerusalem,Student,2024,Female,Adult Child,Oleh,1/10/2024,LY28,
,2/27/2024,54,Maryland,Jerusalem,Business Developer,2024,Male,Married,Oleh,1/10/2024,LY28,
,2/27/2024,53,Maryland,Jerusalem,Education - High School,2024,Female,Married,Oleh,1/10/2024,LY28,
,2/28/2024,26,,Be'er Sheva,,2024,Female,Single,,,,
,2/29/2024,55,,Bet Shemesh,Computer Technician,2024,Male,Divorced,Oleh,10/31/2023,LY28,
,2/29/2024,74,New York,Jerusalem,Account Manager,2024,Female,Widowed,Oleh,10/4/2023,LY26,
,2/29/2024,73,New York,Bet Shemesh,Retirement,2024,Female,Married,Oleh,11/29/2023,LY04,
,2/29/2024,74,New York,Bet Shemesh,Retirement,2024,Male,Married,Oleh,11/29/2023,LY04,
,2/29/2024,26,New York,Tel Aviv,Marketing - Hi Tech,2024,Female,Married,Oleh,7/6/2023,LY26,
,2/29/2024,29,New York,Tel Aviv,Product Manager,2024,Male,Married,Oleh,7/6/2023,LY26,
,2/29/2024,1,New York,Tel Aviv,,2024,Female,Child,Oleh,7/6/2023,LY26,
,2/29/2024,29,New Jersey,Tel Aviv-Yafo,Speech Therapist/Pathologist,2024,Female,Single,Ezrach Oleh,8/28/2023,LY28,
,2/29/2024,23,New Jersey,Be'er Sheva,Customer Service,2024,Male,Single,Oleh,11/20/2023,LY28,
,3/1/2024,23,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,3/3/2024,23,New York,Jerusalem,,2024,Male,Single,,,,
,3/4/2024,24,California,Jerusalem,Food Services,2024,Female,Single,Oleh,12/21/2023,LY06,
,3/4/2024,56,Maryland,Tel Aviv-Yafo,Rabbinate,2024,Male,Single,Oleh,8/23/2023,LY18,
,3/4/2024,36,New York,Tel Aviv-Yafo,Lawyer,2024,Female,Divorced,Oleh,8/15/2023,LY06,
,3/4/2024,20,New York,Sde Eliyahu,Student,2024,Female,Single,Oleh,1/8/2024,LY04,
,3/5/2024,86,California,Jerusalem,Accountant,2024,Male,Married,Oleh,1/8/2024,LY04,
,3/5/2024,82,California,Jerusalem,Education - Early Childhood,2024,Female,Married,Oleh,1/8/2024,LY04,
,3/5/2024,20,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,3/6/2024,24,Maryland,Yad Binyamin,Student,2024,Female,Single,Oleh,1/18/2024,LY04,
,3/6/2024,61,New York,Afula,Education - Special,2024,Female,Married,Oleh,11/9/2023,LY02,
,3/6/2024,64,New York,Afula,Psychologist - Clinical,2024,Male,Married,Oleh,11/9/2023,LY02,
,3/6/2024,66,New Jersey,Jerusalem,Internet Marketing,2024,Male,Married,Oleh,11/9/2023,LY04,
,3/6/2024,71,New Jersey,Jerusalem,Real Estate Agent,2024,Female,Married,Oleh,11/9/2023,LY04,
,3/6/2024,31,New York,Tel Aviv,Lawyer,2024,Female,Married,Oleh,10/3/2023,LY02,
,3/6/2024,1,New York,Tel Aviv,,2024,Male,Child,Ezrah Yelid Hul (katin/minor),10/3/2023,LY02,
,3/6/2024,39,New York,bet shemesh,Admin Assistant,2024,Female,Married,Oleh,11/30/2023,LY04,
,3/6/2024,40,New York,bet shemesh,Administration,2024,Male,Married,Oleh,11/30/2023,LY04,
,3/6/2024,16,New York,bet shemesh,,2024,Female,Child,Oleh,11/30/2023,LY04,
,3/6/2024,25,Florida,Jerusalem,Sales,2024,Male,Single,Oleh,1/31/2024,LY04,
,3/6/2024,22,New Jersey,Be'er Sheva,Student,2024,Male,Single,Oleh,1/11/2024,LY02,
,3/6/2024,52,Maryland,Jerusalem,Jewish Education,2024,Female,Married,Oleh,2/7/2024,LY04,
,3/9/2024,27,florida,Jerusalem,Construction,2024,Male,Single,,1/27/2022,,
,3/10/2024,24,North Carolina,Gan Ner,Student,2024,Male,Single,,8/10/2023,,
,3/10/2024,23,,Rehovot,,2024,Male,Married,,,,
,3/11/2024,22,Illinois,Herzliya,Criminology,2024,Female,Single,Ezrach Oleh,12/28/2023,LY28,
,3/11/2024,19,Massachusetts,Garin Tzabbar,Unemployed,2024,Male,Single,,,,
,3/12/2024,32,,Tel Aviv-Yafo,Human Resources/Recruitment,2024,Female,Single,Oleh,4/11/2023,LY28,
,3/12/2024,46,,Jerusalem,,2024,Male,Married,,,,
,3/12/2024,66,Missouri,Ra'anana,Artist,2024,Female,Married,Oleh,9/26/2023,LY28,
,3/12/2024,67,Missouri,Ra'anana,Physician,2024,Male,Married,Oleh,9/26/2023,LY28,
,3/13/2024,24,Ohio,Herzliya,Student,2024,Male,Single,,8/8/2023,,
,3/13/2024,75,New York,Be'er Sheva,Retirement,2024,Female,Separated,,,,
,3/13/2024,78,California,Haifa,Speech Therapist/Pathologist,2024,Female,Married,,,,
,3/13/2024,83,California,Haifa,Engineer - Mechanical,2024,Male,Married,,,,
,3/13/2024,55,Florida,Netanya,Self Employed/Small Business,2024,Female,Married,,,,
,3/13/2024,52,Illinois,Jerusalem,Education - Elementary,2024,Female,Married,,,,
,3/13/2024,21,,Jerusalem,Sales,2024,Female,Married,,,,
,3/13/2024,20,New York,Jerusalem,Law Clerk,2024,Male,Single,,,,
,3/13/2024,33,,Jerusalem,,2024,Male,Married,,,,
,3/13/2024,23,Florida,Jerusalem,Cosmetician,2024,Female,Single,,,,
,3/13/2024,29,Washington,Jerusalem,Accountant,2024,Female,Married,,,,
,3/13/2024,21,Illinois,Jerusalem,,2024,Female,Married,,,,
,3/13/2024,21,,Bet Shemesh,,2024,Female,Married,,,,
,3/13/2024,30,,Ramat Gan,,2024,Male,Married,,,,
,3/13/2024,93,Manitoba,Jerusalem,Museum,2024,Female,Widowed,,,,
,3/13/2024,0,,Jerusalem,,2024,Female,Child,,,,
,3/13/2024,23,,Jerusalem,,2024,Male,Married,,,,
,3/13/2024,20,,Jerusalem,,2024,Female,Married,,,,
,3/13/2024,20,,Jerusalem,,2024,Female,Married,,,,
,3/13/2024,27,Connecticut,Tel Aviv,Tour Guide,2024,Female,Single,,,,
,3/13/2024,19,Maryland,Lavi,,2024,Female,Single,,,,
,3/13/2024,18,,Migdal Oz,Student,2024,Female,Single,,,,
,3/13/2024,26,Virginia,Tel Aviv-Yafo,Digital Marketing,2024,Female,Single,,,,
,3/13/2024,18,New Jersey,Jerusalem,Student,2024,Female,Single,,,,
,3/13/2024,23,,Jerusalem,Occupational Therapist,2024,Female,Married,,,,
,3/13/2024,31,Oregon,Zikhron Ya'akov,Marketing,2024,Male,Divorced,,,,
,3/13/2024,20,,Jerusalem,,2024,Female,Single,,,,
,3/13/2024,22,,Jerusalem,,2024,Female,Married,,,,
,3/13/2024,22,,Jerusalem,,2024,Female,Married,,,,
,3/13/2024,19,Illinois,Hertsliya,,2024,Male,Single,,,,
,3/13/2024,54,California,Herzliya,Graphic Designer - Print,2024,Female,Married,,,,
,3/13/2024,18,,Jerusalem,,2024,Male,Single,,,,
,3/13/2024,36,New York,Tel AViv,Finance,2024,Female,Single,,,,
,3/13/2024,24,New York,tel aviv,Student,2024,Male,Single,,,,
,3/13/2024,23,California,Herzliya,,2024,Female,Single,,,,
,3/13/2024,22,Maryland,Herzliya,,2024,Male,Single,,,,
,3/13/2024,22,,Bnei Brak,,2024,Male,Single,,,,
,3/13/2024,20,New York,Ofra,Education - Informal,2024,Female,Single,,,,
,3/13/2024,24,,Bet Shemesh,,2024,Male,Married,,,,
,3/16/2024,5,California,Jerusalem,,2024,Male,Child,,,,
,3/17/2024,18,Massachusetts,Ashkelon,Student,2024,Female,Single,,,,
,3/17/2024,48,,Bet Shemesh,,2024,Male,Married,,,,
,3/18/2024,53,Florida,Jerusalem,Retirement,2024,Female,Married,Oleh,12/18/2023,LY18,
,3/18/2024,54,Florida,Jerusalem,Physician,2024,Male,Married,Ezrach Oleh,12/18/2023,LY18,
,3/18/2024,27,Pennsylvania,Haifa,Non Profit,2024,Female,Single,Oleh,6/22/2023,LY04,
,3/18/2024,25,Massachusetts,Acre,Engineer - Electrical,2024,Male,Single,Oleh,8/10/2023,LY16,
,3/18/2024,23,Ontario,Ra'anana,Unemployed,2024,Male,Single,Katin Chozer,1/17/2024,LY04,
,3/18/2024,22,New York,Mevaseret Tzion,Account Manager,2024,Female,Single,Oleh,1/9/2024,LY04,
,3/18/2024,66,New York,Jerusalem,Finance - Investment,2024,Male,Married,Oleh,2/13/2024,LY28,
,3/18/2024,66,New York,Jerusalem,,2024,Female,Single,,,,
,3/19/2024,25,Florida,Herzliya,Student,2024,Male,Single,,,,
,3/19/2024,72,Quebec,Jerusalem,Education - Early Childhood,2024,Female,Widowed,Oleh,9/11/2023,LY10,
,3/20/2024,73,Ontario,Yehud-Monosson,Engineer - Electrical,2024,Female,Divorced,Oleh,11/11/2021,LY02,
,3/20/2024,69,Maryland,Ashkelon,Social Work,2024,Male,Married,Oleh,5/24/2023,LY28,
,3/20/2024,67,Maryland,Ashkelon,Social Work,2024,Female,Married,Oleh,5/24/2023,LY28,
,3/20/2024,65,Maryland,Jerusalem,Education - Special,2024,Male,Married,Oleh,7/17/2023,LY26,
,3/20/2024,67,Pennsylvania,Bet Shemesh,Finance,2024,Male,Married,Oleh,1/16/2024,LY28,
,3/21/2024,76,Illinois,Rishon LeTsiyon,Engineer - Electrical,2024,Female,Married,Oleh,8/2/2023,OS66/OS857,
,3/21/2024,73,Illinois,Rishon LeTsiyon,Engineer - Electrical,2024,Male,Married,Oleh,8/2/2023,OS66/OS857,
,3/25/2024,21,Ontario,Rishon LeTsiyon,Student,2024,Female,Single,Ezrach Oleh,2/20/2024,LY16,
,3/25/2024,23,,Rishon LeTsiyon,Unemployed,2024,Male,Married,Katin Chozer,11/15/2023,LY06,
,3/26/2024,68,California,Jerusalem,Nurse,2024,Female,Married,Oleh,10/26/2023,LY08,
,3/26/2024,66,California,Jerusalem,Public Relations,2024,Male,Married,Oleh,10/26/2023,LY08,
,3/26/2024,55,New Jersey,Mitzpe Yeriho,Chef/Cook,2024,Male,Married,,,,
,3/26/2024,67,California,Tel Aviv-Yafo,Veterinarian,2024,Male,Divorced,Oleh,1/8/2024,LY06,
,3/27/2024,7,California,Jerusalem,,2024,Male,Child,,,,
,3/27/2024,27,Alaska,Haifa,Construction,2024,Male,Single,Oleh,12/1/2022,LY06,
,3/27/2024,35,Alaska,Haifa,Construction,2024,Male,Single,Oleh,11/29/2022,LY06,
,3/27/2024,31,Alaska,Haifa,Musician,2024,Male,Single,Oleh,11/29/2022,LY06,
,3/27/2024,28,New York,Jerusalem,,2024,Male,Married,,,,
,3/27/2024,22,Georgia,Giv'atayim,Student,2024,Female,Single,,,,
,3/27/2024,69,Maryland,Kiryat Gat,Retirement,2024,Female,Married,,,,
,3/27/2024,21,Massachusetts,Bet Shemesh,Army,2024,Male,Single,,,,
,3/27/2024,57,Alaska,Haifa,Homemaker,2024,Female,Married,Oleh,12/2/2022,LY06,
,3/27/2024,63,Alaska,Haifa,Self Employed/Small Business,2024,Male,Married,Oleh,12/2/2022,LY06,
,3/27/2024,29,Alaska,Haifa,Data Entry,2024,Female,Single,Oleh,11/30/2022,LY06,
,3/27/2024,25,,Jerusalem,Beauty,2024,Female,Single,,,,
,3/27/2024,22,Illinois,Tel Aviv-Jaffa,Business,2024,Female,Single,,,,
,3/27/2024,20,New Jersey,Jerusalem,,2024,Female,Single,,,,
,3/27/2024,56,,Jerusalem,,2024,Female,Married,,,,
,3/27/2024,31,,Jerusalem,,2024,Female,Married,,,,
,3/27/2024,30,,Jerusalem,,2024,Male,Married,,,,
,3/27/2024,7,,Jerusalem,,2024,Female,Child,,,,
,3/27/2024,5,,Jerusalem,,2024,Male,Child,,,,
,3/27/2024,3,,Jerusalem,,2024,Female,Child,,,,
,3/27/2024,2,,Jerusalem,,2024,Female,Child,,,,
,3/27/2024,19,Massachusetts,,Student,2024,Male,Single,,3/19/2023,,
,3/27/2024,21,New York,Ashdod,,2024,Female,Single,,,,
,3/27/2024,78,Illinois,Givat Shmuel,Lawyer,2024,Male,Married,,,,
,3/27/2024,78,Illinois,Givat Shmuel,Speech Therapist/Pathologist,2024,Female,Married,,,,
,3/27/2024,19,,Lavi,,2024,Female,Single,,,,
,3/27/2024,20,,Jerusalem,,2024,Female,Single,,,,
,3/27/2024,23,Florida,Afikim,Government and Politics,2024,Male,Single,,,,
,3/27/2024,14,Florida,Jerusalem,,2024,Female,Child,Oleh,11/22/2023,LY18,
,3/27/2024,13,Florida,Jerusalem,,2024,Male,Child,Oleh,11/22/2023,LY18,
,3/27/2024,11,Florida,Jerusalem,,2024,Male,Child,Oleh,11/22/2023,LY18,
,3/27/2024,38,Florida,Jerusalem,Other,2024,Male,Married,Oleh,11/22/2023,LY18,
,3/27/2024,9,Florida,Jerusalem,,2024,Female,Child,Oleh,11/22/2023,LY18,
,3/27/2024,7,Florida,Jerusalem,,2024,Female,Child,Oleh,11/22/2023,LY18,
,3/27/2024,4,Florida,Jerusalem,,2024,Male,Child,Oleh,11/22/2023,LY18,
,3/27/2024,1,Florida,Jerusalem,,2024,Female,Child,Oleh,11/22/2023,LY18,
,3/27/2024,36,Florida,Jerusalem,Other,2024,Female,Married,Oleh,11/22/2023,LY18,
,3/27/2024,18,New York,Bet Shemesh,Student,2024,Female,Single,,,,
,3/27/2024,19,Maryland,Jerusalem,,2024,Female,Single,,,,
,3/27/2024,33,Massachusetts,Jerusalem,Education Other,2024,Male,Single,,,,
,3/27/2024,26,Pennsylvania,Jerusalem,Education - Early Childhood,2024,Female,Single,,,,
,3/27/2024,18,Ontario,Netanya,,2024,Male,Single,,,,
,3/27/2024,64,Florida,Jerusalem,Self Employed/Small Business,2024,Female,Divorced,,,,
,3/27/2024,20,Tennessee,Herzliya,Student,2024,Female,Single,,,,
,3/27/2024,24,California,Ra'anana,Unemployed,2024,Female,Single,,,,
,3/27/2024,20,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,3/27/2024,38,Pennsylvania,Yavne,Hasbara,2024,Male,Single,,,,
,3/27/2024,23,,Herzliya,,2024,Female,Single,,,,
,3/27/2024,22,Minnesota,Jerusalem,Student,2024,Female,Single,,,,
,3/28/2024,69,New Jersey,Jerusalem,Translator/Interpreter,2024,Female,Divorced,Oleh,10/19/2023,LY28,
,3/28/2024,72,Ontario,Bet Shemesh,Administration,2024,Female,Divorced,,3/18/2022,,
,3/28/2024,56,New Jersey,Efrat,Non Profit,2024,Female,Married,Oleh,11/7/2023,LY28,
,3/28/2024,55,New Jersey,Efrat,Lawyer,2024,Male,Married,Oleh,11/7/2023,LY28,
,3/31/2024,58,Connecticut,Caesarea,Real Estate Developer,2024,Male,Married,Oleh,10/31/2022,LY08,
,3/31/2024,59,Connecticut,Caesarea,Business,2024,Female,Married,Oleh,10/31/2022,LY08,
,4/1/2024,21,,Bet Shemesh,,2024,Male,Married,,,,
,4/2/2024,33,Utah,Ganei Tikva,Writer - Content,2024,Female,Married,,,,
,4/3/2024,89,Maryland,Jerusalem,Academia,2024,Male,Married,Oleh,11/29/2023,LY02,
,4/3/2024,87,Maryland,Jerusalem,Education Administration,2024,Female,Married,Oleh,11/29/2023,LY02,
,4/3/2024,25,California,Jerusalem,Academia,2024,Female,Married,,,,
,4/3/2024,28,,Jerusalem,,2024,Female,Married,,,,
,4/3/2024,77,Quebec,Jerusalem,Social Work,2024,Female,Divorced,Oleh,6/29/2023,LY28,
,4/3/2024,22,,Jerusalem,,2024,Female,Married,,,,
,4/3/2024,40,Florida,Matsli'ah,Entrepreneur,2024,Male,Married,Oleh,11/7/2023,LY28,
,4/3/2024,34,New York,Efrat,Homemaker,2024,Female,Married,,,,
,4/3/2024,13,New York,Efrat,,2024,Male,Child,,,,
,4/3/2024,11,New York,Efrat,,2024,Male,Child,,,,
,4/3/2024,7,New York,Efrat,,2024,Female,Child,,,,
,4/3/2024,39,,Tel Aviv-Yafo,,2024,Female,Single,,,,
,4/4/2024,50,,Jerusalem,Engineer - Computer,2024,Male,Married,,,,
,4/4/2024,18,Ontario,Ashkelon,Unemployed,2024,Male,Single,,,,
,4/4/2024,69,Maryland,Jerusalem,Retirement,2024,Male,Married,Oleh,2/7/2024,LY26,
,4/4/2024,64,Maryland,Jerusalem,Retirement,2024,Female,Married,Oleh,2/7/2024,LY26,
,4/4/2024,29,,Tel Aviv,,2024,Male,Single,,,,
,4/4/2024,20,,Bnei Brak,,2024,Male,Married,,,,
,4/5/2024,18,Florida,Tzur Hadassah,Student,2024,Female,Single,,,,
,4/7/2024,28,,Tel Aviv,,2024,Male,Single,,,,
,4/7/2024,7,,Tel Aviv-Yafo,,2024,Male,Child,,,,
,4/7/2024,50,,Tel Aviv-Yafo,,2024,Male,Married,,,,
,4/7/2024,5,,Tel Aviv-Yafo,,2024,Male,Child,,,,
,4/7/2024,1,,Tel Aviv-Yafo,,2024,Female,Child,,,,
,4/7/2024,31,,Tel Aviv-Yafo,,2024,Male,Single,,,,
,4/7/2024,19,New York,,Student,2024,Male,Single,,,,
,4/8/2024,30,New York,Netanya,Engineer - Electrical,2024,Female,Married,Ezrach Oleh,2/7/2024,LY26,
,4/8/2024,30,New York,Netanya,Engineer - Computer,2024,Male,Married,Oleh,2/7/2024,LY26,
,4/9/2024,58,,Ashdod,,2024,Male,Married,,,,
,4/9/2024,49,New York,Jerusalem,,2024,Female,Married,,,,
,4/9/2024,29,Florida,Tel Aviv-Yafo,,2024,Female,Single,,,,
,4/9/2024,20,TX,Bet Shemesh,,2024,Male,Single,,,,
,4/10/2024,69,,Netanya,Retirement,2024,Male,Single,Oleh,2/8/2023,LY02,
,4/10/2024,2,Florida,Jerusalem,,2024,Female,Child,,,,
,4/10/2024,36,Florida,Jerusalem,,2024,Female,Married,,,,
,4/10/2024,64,New York,Giv'at Ze'ev,Systems Analyst,2024,Female,Married,Oleh,1/19/2024,LY02,
,4/10/2024,61,New York,Arad,Bookkeeper,2024,Female,Married,Oleh,2/12/2024,LY02,
,4/10/2024,60,New York,Arad,Hi Tech General,2024,Male,Married,Oleh,2/12/2024,LY02,
,4/10/2024,74,New Jersey,Jerusalem,Accountant,2024,Male,Married,Oleh,10/11/2023,LY02,
,4/10/2024,73,New Jersey,Jerusalem,Accountant,2024,Female,Married,Oleh,10/11/2023,LY02,
,4/10/2024,21,New Jersey,Mitzpe Yeriho,Student,2024,Female,Married,,,,
,4/10/2024,34,,Jerusalem,,2024,Male,Single,,,,
,4/10/2024,64,New York,Ashdod,Art,2024,Male,Divorced,Oleh,2/21/2023,LY02,
,4/10/2024,22,,Jerusalem,Student,2024,Female,Married,,,,
,4/10/2024,74,Ontario,Efrat,Education - Early Childhood,2024,Female,Married,Oleh,11/14/2023,AC80,
,4/10/2024,75,Ontario,Efrat,Business,2024,Male,Married,Oleh,11/14/2023,AC80,
,4/10/2024,20,New York,Bet Shemesh,Emergency Services,2024,Male,Single,,,,
,4/10/2024,59,New York,Ashkelon,Management Consultant,2024,Female,Married,Katin Chozer,10/26/2023,LY02,
,4/10/2024,63,New York,Ashkelon,Physician,2024,Male,Married,Oleh,10/26/2023,LY02,
,4/10/2024,20,New York,Beit Shemesh,Student,2024,Female,Engaged,Oleh,7/6/2023,,
,4/10/2024,33,Ontario,Jerusalem,Unemployed,2024,Male,Single,,,,
,4/10/2024,74,New York,Rishon LeTsiyon,Lawyer,2024,Male,Married,Oleh,1/8/2024,LY02,
,4/10/2024,0,Florida,Kiryat Gat,,2024,Female,Child,Oleh,12/11/2023,LY02,
,4/10/2024,26,Florida,Kiryat Gat,Sales,2024,Male,Married,Ezrach Oleh,12/11/2023,LY02,
,4/10/2024,27,Florida,Kiryat Gat,Speech Therapist/Pathologist,2024,Female,Married,Oleh,12/11/2023,LY02,
,4/10/2024,19,Texas,Jerusalem,Other,2024,Male,Single,,,,
,4/10/2024,23,Massachusetts,Bnei Re'em,Education - Math,2024,Male,Single,,,,
,4/10/2024,40,Maryland,Holon,Government and Politics,2024,Male,Divorced,Oleh,1/10/2024,LY02,
,4/10/2024,27,New Jersey,Safed,Account Manager,2024,Male,Single,,,,
,4/10/2024,9,,Betar Illit,,2024,Female,Child,,,,
,4/10/2024,5,,Betar Illit,,2024,Male,Child,,,,
,4/10/2024,19,New York,Jerusalem,,2024,Female,Single,,,,
,4/10/2024,26,Pennsylvania,Tel Aviv,Business,2024,Male,Single,Oleh,2/14/2024,LY02,
,4/10/2024,75,Pennsylvania,Karmiel,Art,2024,Male,Divorced,Oleh,11/21/2023,LY02,
,4/10/2024,35,Ontario,Lod,Sales,2024,Male,Married,Oleh,12/21/2023,AC80,
,4/10/2024,3,Ontario,Lod,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),12/21/2023,AC80,
,4/10/2024,3,Ontario,Lod,,2024,Female,Child,Ezrah Yelid Hul (katin/minor),12/21/2023,AC80,
,4/10/2024,18,,Jerusalem,Education - Tutor,2024,Female,Single,,,,
,4/10/2024,18,,Jerusalem,,2024,Female,Single,,,,
,4/10/2024,34,,Jerusalem,,2024,Female,Married,,,,
,4/10/2024,25,,Jerusalem,,2024,Male,Single,,,,
,4/10/2024,20,,Jerusalem,,2024,Female,Married,,,,
,4/10/2024,18,New York,Gush Etzion,Unemployed,2024,Female,Single,,,,
,4/10/2024,81,Massachusetts,Jerusalem,Academia,2024,Male,Divorced,,,,
,4/10/2024,27,Colorado,Modi'in-Maccabim-Re'ut,Data Analyst,2024,Female,Married,,,,
,4/10/2024,23,New York,Netanya,,2024,Male,Single,,,,
,4/10/2024,71,New York,Netanya,Office Manager,2024,Female,Married,Oleh,6/15/2022,LY02,
,4/10/2024,72,New York,Netanya,Physician,2024,Male,Married,Oleh,6/15/2022,LY02,
,4/10/2024,18,,Jerusalem,,2024,Female,Single,,,,
,4/10/2024,20,,Modi'in Ilit,Programmer - Coding,2024,Female,Engaged,,,,
,4/10/2024,21,,Jerusalem,,2024,Female,Married,,,,
,4/11/2024,66,Maryland,Jerusalem,Lawyer,2024,Male,Married,Oleh,10/24/2022,LY18,
,4/11/2024,48,Maryland,Jerusalem,Bookkeeper,2024,Female,Married,Oleh,10/24/2022,LY18,
,4/11/2024,70,California,Maalot,Education Administration,2024,Male,Divorced,Oleh,11/28/2023,LY06,
,4/11/2024,62,Florida,Zikhron Ya'akov,Education - Early Childhood,2024,Female,Married,Oleh,10/27/2023,LY18,
,4/11/2024,65,Florida,Zikhron Ya'akov,Physician,2024,Male,Married,Oleh,10/27/2023,LY18,
,4/11/2024,30,Illinois,Ra'anana,Management,2024,Female,Married,Oleh,3/14/2023,LY18,
,4/11/2024,29,Illinois,Ra'anana,Human Resources/Recruitment,2024,Male,Married,Oleh,3/14/2023,LY18,
,4/11/2024,3,Illinois,Ra'anana,,2024,Male,Child,Oleh,3/14/2023,LY18,
,4/11/2024,2,Illinois,Ra'anana,,2024,Male,Child,Oleh,3/14/2023,LY18,
,4/11/2024,66,California,Elazar,Retirement,2024,Male,Married,Oleh,1/22/2024,LY06,
,4/11/2024,33,California,Kiryat Motzkin,Engineer - Computer,2024,Male,Divorced,Oleh,11/14/2023,LY06,
,4/11/2024,48,California,Tel Aviv-Yafo,E-commerce,2024,Female,Single,Oleh,1/10/2024,LY18,
,4/11/2024,38,Texas,Holon,Management,2024,Female,Married,Oleh,1/16/2024,LY06,
,4/11/2024,36,Texas,Holon,Business,2024,Male,Married,Oleh,1/16/2024,LY06,
,4/11/2024,88,California,Safed,Unemployed,2024,Female,Widowed,Oleh,3/14/2024,LY06,
